조지아 아이스 블랙,음료류,170,mL,6,0.7,0,0.7
미닛메이드 스파클링 사과,음료류,345,mL,128,0,0,32
포테이토 더블치즈엣지(오리지널 M),피자류,154,g,362,18,0,0
이츠웰 현미유,식용유지류,5,g,2.25,0,0.25,0
썬키스트모과생강,음료류,280,mL,152,0,0,38
식빵,빵류,100,g,264,9.3,2.6,50.9
하담 찰 순대,즉석식품류,100,g,183.2,2.3,5,32.26
우동사리,면류,200,g,265,9,0,57
설레임아라비카커피쉐이크,빙과류,160,mL,155,3,4.1,27
골드네모난당면,면류,200,g,69,0,0,17
옹가네요리진간장,장류,100,g,68,7,0,10
평양왕만두,즉석식품류,100,g,195,8,9,22
쿠키칩 아이스크림,빙과류,100,g,245,4,9,38
갈색띠매물고둥,패류,100,g,78,15.1,0.2,0
크런치 아몬드 초콜릿 브라운,한과류,31,g,170,3,0,0
우리 고구마(슈퍼시드 함유 도우M),피자류,130,g,338,13,0,0
핀과제이크초코스틱,초콜릿류,100,g,509,6,25,65
전지분유,유가공품,100,g,495,25,27,38
하와이안피자 XL,피자류,193,g,365,19,0,0
나가사끼 꽃게짬뽕,면류,120,g,528.09,9.8,15.24,88.2
녹차라떼HOT,음료류,567,g,242,7.5,0,0
쌍둥이뽕따 바나나,빙과류,80,mL,80,1,2,15
그린민트 초콜릿 탐앤치노 venti ,음료류,680,mL,613.42,9.47,19.32,388.77
제주 메밀국수,면류,167,g,602,0,0,0
스트로베리 서프라이즈,한과류,100,g,255,3,0,0
프리미엄 골드 키즈,유가공품,170,g,110,5,6,9
스페셜K 뉴트리핏 살구&크랜베리,특수용도식품,40,g,147,5.5,1.2,30
열무얼갈이김치,김치류,50,g,17.684,1.074,0.328,2.608
반&반 L(치즈링),피자류,116,g,286,18,0,0
에그에그 샌드위치,빵류,175,g,370,15,0,0
클래식한우닭죽,특수용도식품,180,g,114,7,1.5,19
양념치킨,튀김류,100,g,269,18,0,0
사이다,음료류,63,mL,44,0,0,0
비벼먹는 페스츄리(초콜릿),빵류,202,g,793,14,0,0
빅모나카 쿠키앤크림,빙과류,300,mL,335,5,14,47
트로피카나 스파클링 사과,음료류,400,g,190,0,0,48
아이스 바닐라 라떼,음료류,360,mL,148,0,0,0
빅 브라우니,초콜릿류,30,g,127.06,1.68,7.9,12.32
비락수정과,음료류,238,mL,85,0,0,21
딸기파이,초콜릿류,30,g,130,1,4.5,21
모카 탐앤치노 tall,음료류,397,mL,303.19,4.54,7.54,53.87
더맛있는곤드레나물밥,즉석식품류,262,g,415,8,10,73
신선한푸룬사과,음료류,80,g,40,0,0,10
프레스코 카놀라유,식용유지류,5,g,2.25,0,0.25,0
플레인요거트스무디L,음료류,450,mL,348,8,0,0
블루베리 유황 먹인 오리훈제,식육가공품 및 포장육,100,g,360,12,31,8
달콤화이트초코케이크5호,빵류,71,g,240,4,0,0
웰톡스,음료류,65,mL,175,0,0.5,42
상하목장 유기농 딸기우유,유가공품,200,g,336,14,18,41.6
손수 생메밀면,면류,100,g,178.2,6.12,0.69,36.62
스타벅스 소이밀크,음료류,200,g,226.14,17.23,12.92,10.77
자연드림콩국수라면,면류,142,g,650,20,26,84
베지밀 검은콩,음료류,200,g,133.05,5.47,6.74,13.26
레또 쇠고기짜장,조미식품,100,g,108,7.5,3.5,11.5
곤드레나물보리밥,즉석식품류,214,g,305,6,10,48
투유 밀크리치,초콜릿류,30,g,50.4,0.72,3.06,5.04
링귀니 삐꼴레,면류,100,g,345,14,1.5,69.2
소갈비탕,즉석식품류,600,g,297.8,23,22,2.4
고추장마늘쫑장아찌,장아찌류,50,g,55,1.3,0.9,10.5
한라봉차 L,음료류,510,mL,300,0,0,0
2019 딸기 요거트 빙수(SNOW),기타,651.5,mL,218.1,9.2,0,0
헤이즐넛 카페라떼,음료류,325,mL,420,9,0,0
핫 치킨 바베큐 골드링(P),피자류,201,g,480,26,0,0
CJ 비비고 왕교자,즉석식품류,100,g,210,7,11,21
MCC 고베식당 비프카레 약간매운맛,조미식품,200,g,375,25,11.5,42.5
초록매실 아이스 에이드,음료류,200,g,235.29,0,0,58.82
호두과자,빵류,180,g,635,13,21,99
마가리타 오리지널(F),피자류,197,g,529,22,0,0
팔도 도시락,면류,86,g,380,6,14,57
카프리썬사파리,음료류,200,mL,60,0,0,15
The 더건강한 후랑크소시지,식육가공품 및 포장육,100,g,275,13,24,2
백설 고소한 쌀눈유,식용유지류,5,g,2.24,0,0.25,0
옛날당면,면류,100,g,360,0,2,86
닭고추장조림,조림류,250,g,379,22.8,17.4,33.1
아이스녹차라떼,음료류,456,mL,336,9,0,0
두부전,전류,150,g,254.643,20.458,15.868,7.499
히비스커스 티,아이스크림류,290,mL,5,0,0,0
초코 쉬폰,한과류,635,g,2085,60,0,0
공룡메카드 오렌지 (치어팩),음료류,10,mL,32,0,0,0
카라멜마키아또(HOT),음료류,350,mL,354,8,0,0
쿡탐 매콤달콤 국물라볶이,즉석식품류,195,g,545,6,17,92
초코바나나킥,초콜릿류,30,g,150,2,7,20
가든 스페셜 치즈롤(P),피자류,173,g,381,16,0,0
딸기머랭,한과류,11,g,15,1,0,0
고추군만두,만두류,510,g,915,32,31,126
한입쏙핫도그,빵류,250,g,305,11,14,34
삼양 대관령 요구르트,유가공품,100,g,70,1,0,17
그린티 드롭치노,음료류,420,mL,375,9,9,0
썬키스트레몬에이드,음료류,350,mL,144,0,0,36
스타벅스 스키니 라떼,음료류,200,mL,105,3.6,3,16
후레시스 슬라이스치즈,유가공품,20,g,12.34,0.72,0.9,0.34
아침&저지방우유,유가공품,200,g,160,12,4,20
아차차 사과,빙과류,100,g,84.61,0,0.62,23.85
트레비앙 골드L,피자류,124,g,335,15,0,0
신송참맛고추장,장류,100,mL,240,6,2,50
아이스 아메리카노,음료류,360,mL,0.2,0,0,0
꿀 망고 라떼,음료류,385,mL,344,0,0,0
유기농 봄야채와 파스타 이유식,특수용도식품,170,g,120,5,3,18
모노웰,특수용도식품,87,g,400,16,15,50
한차,음료류,15,g,65,0,1.1,13
펄조개,패류,100,g,74,0,0,0
사랑에 빠진 오버액션토끼,빙과류,100,g,141,2,6,16
디아뜨 크런키 녹차콘,빙과류,135,g,270,3,15,31
마블 케이크,빵류,100,g,395,5,0,0
다솔훈제오리바베큐,식육가공품 및 포장육,100,g,300,15,26,1.2
앙코르 불고기햄,식육가공품 및 포장육,30,g,20.79,1.17,1.54,0.58
자이언트 버거 오리지날,즉석식품류,150,g,555.76,20.89,24.29,63.4
까르보네피자크러스트,피자류,204,g,519,28,0,0
꿀대추차,음료류,340,g,69,0,0,17
에그쉬림프 샌드위치,빵류,224,g,485,17,0,0
요피딸기,유가공품,150,g,236.25,6.75,5.62,38.25
유기농 Baby 플레인,유가공품,85,g,70,4.4,2.6,7
진도해풍맞은쑥빵,빵류,80,g,192,5,0,0
스타벅스 커피 카라멜향,음료류,200,g,310,10,14,36
파스퇴르우유 딸기,유가공품,190,g,150,5,3.7,24
비지,두류,100,g,74,3.5,1.5,11.7
풀망둑,어류,100,g,77,0,0,0
아이스 헤이즐넛 카페라떼,음료류,480,mL,206,5.7,0,0
김유조 안동수정과,음료류,230,g,177,0,0,0
딸기 크레이프,한과류,85,g,190,3,0,0
햄 김치찌개,찌개류,300,g,93,4.4,4.2,9.5
카페모카 HOT,음료류,354,mL,332,9,0,0
아이스 카페 라떼 R,음료류,420,mL,155,17,0,0
까페오레 파르페,빙과류,300,mL,345,4,13,53
배부른 도라지,음료류,100,mL,43,0.2,0,10.6
아이스 카페라떼,음료류,300,mL,210,10,0,0
썬키스트 블루하와이,음료류,340,mL,64,0,0,16
글램핑 바비큐 더블치즈엣지(오리지널 L),피자류,196,g,489,25,0,0
야채피자L,피자류,126,g,343,21,0,0
가나 블랙,초콜릿류,100,g,565,5,37,52
삼육두유 검은콩참깨,음료류,190,mL,145,0,7,0
뼈에 쏙쏙 고칼슘우유,유가공품,200,g,140,6,8,10
생가득 돼지고기 깍두기 볶음밥,즉석식품류,210,g,340,8,7,63
콜라,음료류,63,mL,44,0,0,0
이츠매실,음료류,200,g,101.6,0.2,0,25.2
알찬도시락,즉석식품류,370,g,610,24,15,95
청정원 크림수프,즉석식품류,20,g,85,1,2.1,15
보리차,음료류,200,g,1368,51.2,7.2,274.4
둘리소다 오렌지맛,음료류,200,g,204,0,0,50.8
츄파춥스 스트로베리 앤 크림,빙과류,100,g,118,2,6,14
블랙&화이트막걸리초콜릿,초콜릿류,100,g,533,5,29,63
마시는초콜릿,유가공품,120,g,84.6,2.6,1.1,16
아이스티 (청포도/복숭아),음료류,415,mL,240,0,0,0
마이너스 콜레스테롤 호상 요구르트,유가공품,100,g,111,3.5,2,19.8
마시는 오미자 眞초,음료류,100,g,141,0,0,0
고구마케이크(조각),빵류,115,g,315,4,0,0
깐풍 피자(R),피자류,148,g,383.98,15.38,0,0
멀티팩 슈레드 모짜렐라,유가공품,100,g,300,23,21,5
햄치즈&에그샐러드샌드위치,빵류,214,g,450,21,0,0
레드비트즙,음료류,100,mL,15,0.7,0,4
아기사랑 秀 ADVANCE 3,특수용도식품,100,g,67,2.2,2.9,8
마늘장아찌,장아찌류,230,g,147,6.2,11.6,4.6
앱솔루트 첫두유 국산콩 3단계,특수용도식품,100,g,57.81,2.48,1.65,8.26
퓨어플러스 터닝메카드 사과,음료류,240,g,64,0,0,16
에스프레소 블랙 N2,음료류,280,mL,10,0.6,0,0
엄마로 태어나다 아이엠마더 1,특수용도식품,100,g,492.86,10.71,22.86,60.71
함흥냉면,면류,100,g,122.85,2.6,0.65,26.81
베지밀인펀트1,특수용도식품,190,g,125,4,6,14
델로스 쥬시밤 바나나,음료류,200,g,117,0,0,0
The 더 건강한 델리햄,식육가공품 및 포장육,100,g,230,0,0,0
블루베리의 상큼함이 살아있는 요구르트,유가공품,150,g,219.38,8.55,6.97,31.73
더블초콜릿머핀,빵류,120,g,495,11,0,0
민트모카 라떼,음료류,360,mL,302,6,0,0
후레쉬 티 레몬 grande (hot),음료류,510,mL,126,0.6,0,31.8
바닐라 마카롱,한과류,35,g,155,3,0,0
양반 참치죽,즉석식품류,288,g,165,7,2.6,29
치즈오븐스파게티,면류,400,g,560,26,0,0
유기농밥알없이맑은식혜,음료류,125,mL,63,0,0,15
상하이쉬림프파스타,면류,321,g,498,22,0,0
망고 주스L,음료류,454,mL,142.2,0,0,0
오리지널후랑크,식육가공품 및 포장육,100,g,285,12,25,3
서울우유 1000mL,유가공품,100,g,60,3,3.4,4.5
매원,음료류,20,g,65,0,0,0
아워홈 단호박죽,즉석식품류,270,g,210,3,7,33
이츠 적포도,음료류,120,g,120,0,0,0
투게더 ,빙과류,100,g,100,2,5,11
하이드로 프리미엄 토닉워터,음료류,150,mL,55,0,0,13
몽고간장 진플러스,장류,100,mL,6110,6,0,6
수제화이트조형물(마블),초콜릿류,84,g,474,5,29,47
콜드 폼 콜드 브루,음료류,355,mL,105,5,0,0
리챔 오리지널,식육가공품 및 포장육,100,g,263,11,23,3
그린비아 티에프,특수용도식품,200,mL,200,8,4.5,34
야쿠르트라이트,유가공품,65,g,35,1,0,8
나이트로 바닐라 크림,음료류,355,mL,75,1,0,0
고기만두(1인용),만두류,150,g,285,14,11,33
면사랑 반개 우동면,면류,250,g,370,9,3.8,75
밀크초콜릿 코인 동물스티커,초콜릿류,15,g,12.3,0.14,0.72,1.32
숨 (120ml*24입),음료류,120,mL,45,0,0,11
아포가또(그린티),음료류,205,mL,258,5,0,0
포도랑 야채,음료류,200,g,227.54,1.98,0,57.38
끌레도르 쿠앤크콘,빙과류,100,g,238.89,2.22,15.56,22.22
흑마늘액,기타,100,mL,40,1,0,8
유자차 venti ,음료류,680,mL,375,0,0,97.5
유기두유,음료류,170,mL,90,7,5,4
베이컨체더치즈(오리지널 L),피자류,194,g,455,23,0,0
햄에그 고로케,빵류,110,g,445,8,0,0
망고스무디,잼류,35,g,80,0,0,20
DOUTOR 카페라떼,음료류,250,mL,140,5,4,21
게살 야채탕면,면류,120,g,565.15,13.91,5.22,116.51
모찌모찌 그린티,빵류,65,g,250,3,0,0
남양 유기농 엄마의 작품 12개월 이후,특수용도식품,100,g,380,5,5,80
플레인 와플,빵류,73,g,327,3,0,0
마이바디다이어트프로틴쉐이크(딸기앤쿠키맛),특수용도식품,30,g,110,11,0.9,15
어니언 베이글,빵류,110,g,284,10,1.1,66
앙코르김밥 햄,식육가공품 및 포장육,30,g,19.8,1.18,1.4,0.63
가나 초코바 아몬드,초콜릿류,30,g,43.11,0.81,2.07,5.04
런천미트,식육가공품 및 포장육,30,g,17.82,1.22,1.12,0.7
트랜스케어 금강 팝콘오일,식용유지류,5,g,2.25,0,0.25,0
리얼 생크림 2호,한과류,1054,g,2630,60,0,0
스트로베리 요거트무스 케이크,빵류,100,g,245,4,0,0
크림치즈 프렛즐,빵류,100,g,250,0,6,42
러블리피스 오리진L,피자류,101,g,253,12,0,0
완전균형영양식뉴케어 구수한맛,특수용도식품,100,mL,100,3.5,3,15
올드훼션드 먼치킨,빵류,60,g,265,3,0,0
촉촉함을 담은 쫄깃한 식빵,빵류,86,g,240,7,0,0
몬스터와퍼,버거류,417,g,1055,52,0,0
잡채군만두,즉석식품류,150,g,262.5,7.5,9,39
카페 아메리카노 ICE,음료류,415,mL,5,0,0,0
천호 홍삼진액,음료류,150,g,153,1.35,1.8,32.85
프리미엄 배도라지즙,음료류,80,mL,27,0.4,0,5
2019 피치플럼 빙수(SNOW),기타,538,mL,190.3,8.8,0,0
달콤한 초코별,초콜릿류,76,g,435,3,27,45
모성이 빛나는 순간 아이엠마더 3,특수용도식품,100,g,67,2.2,2.9,8
살사리코버거,버거류,280,g,607,35,0,0
아이스 단호박라떼,음료류,340,g,225,0,10,27
줄가자미,어류,100,g,76,17.4,0.2,0
감성돔,어류,100,g,101,18.8,2.3,0
자연드림 참기름,기타,100,mL,835,0,93,0
베오베 청포도농축에이드,음료류,60,mL,136,0,0,32
트랜스케어 리치오일,식용유지류,5,g,2.25,0,0.25,0
풀드포크 오리진L,피자류,102,g,274,15,0,0
초코 카쉬,한과류,233,g,698,15,0,76
프레스코 압착올리브유,식용유지류,100,g,900,0,100,0
쉬림프 에그샌드위치,즉석식품류,150,g,419.76,18.75,18.36,44.87
신의주 시래기 야채고기순대,즉석식품류,100,g,190,6,10,21
로얄밀크티HOT,음료류,567,g,204,8.1,0,0
슈레드모짜렐라,유가공품,100,g,300,0,0,5
고칼슘치즈,유가공품,18,g,60,0,0,0.7
렌틸짜장,조미식품,200,g,400,14,18,46
쌀겨기름(미강유),유지류,100,g,921,0,99.95,0.05
녹차라떼(봉지),기타,15,g,60,0,0.7,13
강준치,어류,100,g,90,0,0,0
카페모카(HOT) L,음료류,450,mL,342,11,0,0
고구마 라떼,음료류,360,mL,128,7.5,0,0
청정원 순창 막장,장류,100,g,190,9,4.6,28
마시는 오 비타,음료류,100,g,80,0,0,20
치즈피자,빵류,200,g,553,31.4,15.8,71.2
햄&코울슬로 샌드위치,빵류,220,g,465,14,0,0
TLJ 옥수수식빵,빵류,513,g,1425,38,0,0
스프라이트 0.5L,음료류,500,mL,228,0,0,0
가나 프리미어 마일드,초콜릿류,34,g,190,3,11,19
리챔 오리지널,식육가공품 및 포장육,100,g,263,11,23,2
플레인 카스테라,빵류,142,g,523,9,0,0
베비언스 산양 액상분유 3단계 12-24개월,특수용도식품,100,g,68,2.3,3.2,7.5
아이스 헤이즐넛 라떼,음료류,420,mL,103,4.6,0,0
카푸치노 V,음료류,550,mL,212,10,0,0
초코선데,아이스크림류,175,mL,248,3,0,0
시금치나물,나물류,50,g,34,1.9,2.2,1.7
고소한 맛이 살아있는 율무차,음료류,100,g,405,5,4.6,85
오뚜기 슈레드 치즈 모짜렐라,유가공품,70,g,215,0,0,1
그라운드부드러운칼집비엔나,식육가공품 및 포장육,100,g,256,8.5,18,15
금실 오징어,수산가공식품류,30,g,24.21,3.49,0.22,2.08
청수물냉면,면류,180,g,594,13.7,5.9,121.4
런천미트,식육가공품 및 포장육,100,g,240,11,19,7
마더스오가닉 4,특수용도식품,100,g,471.43,17.86,20,55.71
바이트골드피자,피자류,228,g,487,28,0,0
맘마 오메가-3,특수용도식품,100,g,491,19,23.5,51
오뚜기카레 약간 매운맛 100g,조미식품,200,g,1636.8,28.4,59.2,247.6
한우콩나물진밥,특수용도식품,200,g,182,8.2,1.4,34.3
달걀말이,전류,100,g,193,17.2,13.2,1.4
고소한참기름,식용유지류,100,mL,828,0,92,0
뉴케어 케이디플러스,특수용도식품,100,mL,200,7.5,7.5,26.5
천하장사 블랙라벨,수산가공식품류,60,g,90,7,3.7,7
싱거운밥상 쫄면,면류,200,g,495,15,0.1,109
동원 면발의신 원조 생쫄면,면류,192.5,g,475,10,3,103
본젤라또 녹차초코바,빙과류,80,mL,220,3,12,24
스파이시어묵&취나물밥,즉석식품류,210,g,360,11,9,58
순창해풍초태양초고추장,장류,14000,mL,29680,8,2,40
트뤼프다크,초콜릿류,100,g,522,6,38,39
제일제면소 유부우동,면류,100,g,56.54,1.62,0.81,10.69
긴고둥,패류,100,g,118,17.5,2.7,0
손만두,즉석식품류,150,g,450,22.95,14.18,57.83
허니브래드,빵류,279,g,858,17,0,0
그릴드 떡갈비 샌드위치,빵류,193,g,295,12,0,0
스파이시디럭스불고기버거,버거류,217,g,480,25,0,0
크랜베리 치킨 치즈 샌드위치,빵류,194,g,364,12,0,0
홍삼의 귀족,음료류,150,g,53.1,0.45,0,12.82
광천 미스 김자반,수산가공식품류,5,g,35,0,3.5,1
호밀 샌드위치,빵류,205,g,405,14,0,0
골드피크 Tea 오리지널,음료류,470,mL,154,0.7,0,38
드라이진,주류,100,g,284,0,0.00001,0.1
청정원 리치부어스트,식육가공품 및 포장육,100,g,325,15,28,3
치즈스페셜 패스츄리,피자류,115,g,398,15,0,0
해가준사과생즙,음료류,110,mL,53,0,0,12
갈아담은 유기농과일 아기꼬야 사과오렌지망고,음료류,200,g,200,0,0,48
칡냉면-냉동,면류,200,g,486,14.4,2.5,102
글루코사민 우유,유가공품,200,g,280,12,16,20
콜드브루 아메리카노(R),음료류,460,mL,15,0,0,0
서울전지분유,유가공품,100,g,500,26,27,38
씨비엘 엔씨 11,식용유지류,5,g,2.25,0,0.25,0
평촌요구르트,유가공품,150,g,110,4,5,13
매콤달콤 불고기 버거,즉석식품류,150,g,509.32,16.27,17.98,70.62
S불고기햄,식육가공품 및 포장육,100,g,210,22,14,9
어니언링 핫도그,빵류,199,g,515,16.7,0,0
복숭아(PEACH),음료류,100,mL,155,0.18,0,38.3
롯데제주감귤,음료류,200,mL,70,0,0,17
깻잎김치,김치류,50,g,31,1.4,0.9,4.5
아이스 블랙빈 라떼,음료류,360,mL,239,9,0,0
담백한 베지밀 에이,음료류,200,g,121.89,6.74,6.74,8.84
남양키플러스 코코아 ,특수용도식품,100,g,406.2,12.5,9.4,68.8
버터롤쿠키,한과류,100,g,550,10,32,54
카푸치노 L,음료류,450,mL,91,6,0,0
해남 녹차 HOT,음료류,354,mL,4,0,0,0
요미요미 유기농주스 사과배포도,특수용도식품,125,g,60,0,0,15
CHOICE L 소면,면류,100,g,350,9,0,78
야채밸런스 뷰티퍼플,음료류,190,mL,110,1,0.5,26
우리밀약과,기타,150,g,685,7,29,100
베리 치즈?빙수,기타,356,g,449,0,0,0
폭폭치즈L(바삭한 크런치),피자류,121,g,372,18,0,0
카라멜 카페라떼,음료류,270,mL,215,6.6,0,0
맥심아이스커피믹스,음료류,13,g,53,0,1,11
화인쿨 파인애플,음료류,100,g,38.9,0,0,8.5
요가365 코코,유가공품,100,g,115,3,3,19
청포도케일착즙주스,음료류,354,mL,129,1,0,0
더블베이컨토마토비프,버거류,214,g,585,29,0,0
이롬황성주국산콩두유검은콩깨쌀,음료류,190,mL,100,0,4.1,0
초콜릿 무스 케익,빵류,120,g,448,6,32,34
Sunkist  훼미리 알로에,음료류,200,mL,88,0,0,22
메디웰 RTH 500,특수용도식품,100,g,100,4.6,3,14.6
국산콩두부 찌개용,두부류 또는 묵류,100,g,70,6,3.9,3
서가앤쿡 청포도 시럽,잼류,100,g,200,0,0,50
아이스 카라멜 마끼아또,음료류,405,mL,200,5,0,0
텐진포자만두,즉석식품류,150,g,300,10.5,15,31.5
둘깨칼국수,면류,600,g,457.88,17.6,16.5,59.8
CU 빅 요구르트,유가공품,150,g,116.1,2.03,0,27
클래식닭살한우아기밥,특수용도식품,160,g,89,22,12,9
버릴스 초콜릿(종합),기타,100,g,550,8,0,0
초코 라떼,음료류,360,mL,321,10,0,0
카페베네 카페라떼,음료류,200,mL,125,3.9,3.3,20
싱거운밥상 생중화면,면류,100,g,273.33,9.6,0.13,58.67
유자 레몬티,음료류,354,mL,255,0,0,0
람보 깜찍이소다,음료류,200,g,180,0,0,45.6
그린티 아이스크림 와플,빵류,120,g,463,0,0,0
콘치즈그라탕,즉석식품류,220,g,425,9,28,34
존스 페이버릿 오리지널(F),피자류,114,g,330,14,0,0
우리 고구마(씬 M),피자류,175,g,482,19,0,0
애플 시나몬 허니 브레드,빵류,95,g,282,0.3,0,0
남양 이오 블루베리,유가공품,150,g,101.25,2.81,0,22.5
산동고기만두,즉석식품류,100,g,265,8,13,20
아이스크림 사과 타르트,빵류,206,g,445,4,0,0
블랙타이거 슈림프 더블치즈엣지(오리지널 L),피자류,118,g,290,13,0,0
플레인 요거트 프로스트,음료류,370,mL,253.1,5.7,0,0
레장드초콜릿,초콜릿류,100,g,533,5,29,63
딸기우유 200ml,유가공품,200,g,240.8,10.4,5.6,37.2
제주의미감귤초콜릿,초콜릿류,100,g,575,7,38,50
진양콩으로 진하게 짜낸 생강두유,음료류,180,mL,95,7,2.5,11
로투스 트윈팩,기타,25,g,120,1,0,0
아이스 화이트초코 라떼 R,음료류,396,mL,333.2,4.5,0,0
유자 레몬 마카롱,한과류,25,g,105,2,0,0
옛날국수 세면,면류,100,g,350,0,0,0
장건강프로바이오틱 사과,유가공품,150,g,130,5,1,25
무설탕카카오볼,초콜릿류,30,g,152,2,11,13
카페모카 ICED,음료류,354,mL,287,6,0,0
제주 까망 크림 프라푸치노,음료류,355,mL,600,9,0,0
스노블 롯데빙수블록 밀크티,빙과류,353.1,mL,390,14,11,58
복분자아이스티,음료류,14,g,56,0,0,14
난자완스,기타,200,g,346.249,21.627,20.35,19.149
살구자두 스무디,음료류,460,mL,256,0,0,0
콩된장,장류,100,g,153,10.7,2.1,22.9
단팥죽,즉석식품류,100,g,128,3.9,0.1,20.9
치즈할라피뇨너겟,튀김류,150,g,379,23,0,0
솔티카라멜 다쿠아즈,한과류,45,g,204,3.6,12.8,18.7
닥터캡슐 포도,유가공품,150,g,184.82,6.43,3.53,32.15
카라멜 마끼아또 L,음료류,334,mL,278.5,7.3,0,0
레드자몽스파클링에이드 ICE,음료류,483,g,113,0.6,0,27
치우천왕 에그타르트L,피자류,120,g,314,15,0,0
슈웹스 그레이프토닉,음료류,350,g,128,0,0,0
하이드로더치 블랜딩 30,음료류,30,mL,3,0,0,0.3
단호박피자R,피자류,87,g,215,7,0,0
햇반컵밥 고추장제육덮밥,즉석식품류,250,g,375,10,5,72
드립커피S,음료류,310,mL,15,2,0,0
꾸플버터향 시즌드오일,식용유지류,100,g,900,0,100,0
사과 가득 핸디 젤리,기타,130,g,80,0,0,0
쌀 음료,음료류,100,g,54,0.2,0.8,11.4
초이스엘 3분 간편 카레 순한맛,조미식품,200,g,230,6,5.4,40
제주감귤과 파인애플,음료류,125,g,60,0,0,0
페퍼로니(슈퍼시드 함유 도우L),피자류,109,g,336,18,0,0
스모크닭가슴살,식육가공품 및 포장육,100,g,120,25,1.4,2
스모크햄에스,식육가공품 및 포장육,100,g,195,11,12,11
가야농장 포도농장,음료류,200,mL,105,1,0,26
남양 맛있는 우유 T  <멸균제품 >,유가공품,200,mL,130,6,8,9
베이컨 토마토 머핀,버거류,135,g,216,12,0,0
고르곤졸라피자크러스트,피자류,210,g,627,35,0,0
단팥빵 플러스,빵류,125,g,310,8,0,0
스프라이트 500ml,음료류,200,mL,240,0,0,0
썬몬드 건강담은 녹용보 홍삼,음료류,150,g,59.03,0,0.35,14.59
아이스 티 복숭아 tall,음료류,397,mL,179.34,0.42,0,44.1
휠터치커플,식육가공품 및 포장육,100,g,240,11,14,17
양반 콩나물바지락 죽,즉석식품류,285,g,120,4,1,24
라즈베리 요거트무스케이크,빵류,684,mL,275,5,0,0
미닛메이드 프리미엄 오리지널 포도 100플러스,음료류,200,g,198,0.6,0.73,47.26
화이트초코 ICED,음료류,354,mL,354,7,0,0
양념 치킨,튀김류,150,g,443,26,0,0
초콜렛 밀크티 (ice)L,음료류,454,mL,158.4,1.8,0,0
가물치,어류,100,g,86,18.2,0.8,0
생손칼국수,면류,1000,g,2700,71,8,590
잡채볶음밥,즉석식품류,250,g,360,7,3,76
참나무훈연 돈목심 바베큐 슬라이스,식육가공품 및 포장육,100,g,211,19,13,5
피코크 하오바오 고기왕만두,즉석식품류,150,g,435.94,14.06,14.06,63.28
시래기된장국,국류,450,g,99,6.7,3.1,11
할매손콩국수용,면류,100,g,362,9.7,1.3,77.9
한진생 홍삼순액100,음료류,80,mL,5,0,0,1
육개장칼국수,면류,120.9,g,435,9,10,79
본고장 얼큰유부 우동,면류,234,g,365,12,1.5,76
개량조개-소건품,수산가공품,100,g,276,0,0,0
식자재왕콩식용유,식용유지류,100,g,900,0,100,0
왕우렁,패류,100,g,66,0,0,0
V8 토마토 레몬,음료류,200,g,41.86,0.48,0,9.99
싱거운밥상 냉동칼국수,면류,230,g,372,6,1.8,83
김치만두,만두류,510,g,1020,36,33,145
캬라멜 마끼아또 tall (hot),음료류,369,mL,220.8,6.35,8.23,29.34
생강차(자동판매기용),음료류,18,g,68,0,0,17
아이스 오곡라떼 L,음료류,523,mL,470.1,11.2,0,0
태양초 고향 찰고추장,장류,100,mL,256,6,2,54
알지파워 5000,음료류,16,g,64,4.8,0.16,7.04
딜리셔스 블루베리향,빙과류,100,mL,89,1,4,14
프리미엄 햄,식육가공품 및 포장육,30,g,21.33,1.54,1.39,0.66
흑당 라떼 카스테라,한과류,75,g,250,5,0,0
서울우유 버터 무가염 450g,유가공품,100,g,748,0.8,81.2,3.5
고등어,수산가공식품류,30,g,12.6,1.59,0.69,0
새우천왕 치즈캡R,피자류,200,g,499,27,0,0
빵또아 오리지널,빙과류,180,g,200,3,6,33
바바리안먼치킨,빵류,50,g,190,3,0,0
충주사과 수연소면,면류,100,g,347.3,11.4,2.1,70.7
톳,해조류,100,g,16,17.4,0.4,0
남양 로젠하임 피자치즈 NA50,유가공품,20,g,12,1,0.92,0.2
하루꽉찬 통곡물 시리얼 현미,농산가공식품류,30,g,112,2,0.2,26
초코칩쿠키 믹스,기타식품류,290,g,1245,18,33,219
튼튼스쿨 우리돼지 물만두,즉석식품류,150,g,277.5,13.5,12,30
통밀빵,빵류,250,g,765,19,0,0
다향훈제오리500,식육가공품 및 포장육,100,g,239,14,16,9
사랑 가득한 깐 메추리알,알가공품류,50,g,40,3,2.9,1
동원100%콩식용유,식용유지류,100,g,900,0,100,0
삼육검은콩두유,음료류,190,mL,140,0,6,0
면사랑생쫄면사리,면류,200,g,450,11,1.6,98
켄터키후랑크,식육가공품 및 포장육,100,g,255,10,20,9
녹차 초코칩 머핀,빵류,96,g,430,6,0,0
망고잼,잼류,100,g,223,0.2,0.36,43.9
위드맘3,특수용도식품,100,g,68,2.5,3.1,7.6
아이스 바닐라라떼,음료류,390,mL,190,5,0,0
맛가득 청아 물만두,즉석식품류,100,g,200,9,7,25
미소찬 태양초 찰맛 고추장,장류,100,mL,236,6,1,50
콩국수용 콩가루,농산가공식품류,100,g,420,0,0,0
